,Tenure,City_Tier,CC_Contacted_LY,Payment,Gender,Service_Score,Account_user_count,account_segment,CC_Agent_Score,Marital_Status,rev_per_month,Complain_ly,rev_growth_yoy,coupon_used_for_payment,Day_Since_CC_connect,cashback,Login_device
304,19.0,1.0,8.0,2,1,2.0,3.0,4,3.0,0,7.0,0.0,13.0,0.0,1.0,279.0,1
305,8.0,1.0,28.0,2,1,2.0,5.0,2,3.0,2,1.0,0.0,15.0,2.0,3.0,142.0,1
306,27.0,1.0,14.0,2,0,2.0,3.0,3,3.0,2,8.0,0.0,11.0,1.0,0.0,138.0,1
307,7.0,1.0,8.0,2,1,3.0,4.0,2,3.0,1,4.0,0.0,12.0,5.0,7.0,128.0,1
308,19.0,3.0,16.0,3,0,3.0,4.0,0,2.0,0,3.0,1.0,19.0,1.0,2.0,191.0,1
309,4.0,1.0,15.0,2,1,2.0,3.0,0,4.0,1,2.0,0.0,25.0,1.0,8.0,206.0,1
310,0.0,1.0,21.0,1,1,2.0,3.0,0,3.0,0,8.0,1.0,12.0,0.0,7.0,236.0,1
311,0.0,1.0,16.0,1,1,2.0,5.0,2,2.0,1,8.0,0.0,13.0,0.0,3.0,134.0,1
312,3.0,3.0,13.0,3,1,2.0,3.0,2,4.0,2,1.0,0.0,14.0,1.0,2.0,130.0,1
313,8.0,1.0,22.0,2,1,3.0,3.0,0,3.0,0,5.0,1.0,12.0,0.0,0.0,176.0,1
314,0.0,1.0,26.0,2,1,3.0,3.0,0,3.0,0,4.0,0.0,12.0,1.0,0.0,198.0,0
315,0.0,2.0,29.0,4,0,2.0,3.0,0,5.0,1,10.0,1.0,15.0,1.0,2.0,200.0,0
316,15.0,1.0,11.0,4,1,3.0,3.0,2,3.0,0,5.0,0.0,17.0,2.0,0.0,121.0,0
319,21.0,3.0,8.0,3,0,2.0,3.0,3,2.0,0,3.0,0.0,14.0,4.0,7.0,141.0,1
320,28.0,3.0,24.0,2,0,2.0,3.0,4,4.0,2,4.0,0.0,23.0,0.0,7.0,268.0,1
321,14.0,3.0,16.0,2,1,2.0,3.0,3,2.0,2,8.0,0.0,14.0,0.0,10.0,162.0,0
322,8.0,3.0,6.0,3,1,2.0,3.0,3,3.0,0,10.0,0.0,11.0,3.0,9.0,147.0,1
323,13.0,1.0,12.0,2,0,3.0,3.0,4,3.0,2,8.0,0.0,15.0,4.0,13.0,232.0,1
324,12.0,1.0,14.0,2,0,2.0,3.0,2,3.0,0,2.0,0.0,11.0,0.0,7.0,138.0,0
325,4.0,3.0,8.0,2,1,3.0,3.0,3,2.0,2,5.0,1.0,13.0,1.0,5.0,166.0,1
326,15.0,1.0,30.0,1,1,2.0,3.0,0,5.0,0,102.0,1.0,21.0,4.0,8.0,174.0,1
327,18.0,3.0,8.0,4,1,3.0,3.0,3,4.0,0,1.0,0.0,19.0,3.0,7.0,148.0,1
329,2.0,1.0,25.0,0,1,2.0,3.0,3,2.0,1,5.0,0.0,12.0,0.0,2.0,143.0,1
330,6.0,1.0,6.0,1,0,3.0,2.0,4,3.0,1,5.0,0.0,19.0,0.0,5.0,262.0,1
331,0.0,3.0,13.0,2,1,2.0,4.0,0,2.0,1,10.0,0.0,21.0,1.0,1.0,216.0,1
332,0.0,3.0,11.0,3,1,3.0,3.0,2,4.0,2,2.0,1.0,14.0,1.0,0.0,119.0,0
333,13.0,3.0,34.0,4,1,2.0,5.0,0,5.0,1,4.0,0.0,15.0,1.0,1.0,209.0,0
334,14.0,1.0,8.0,4,0,3.0,4.0,3,3.0,2,3.0,1.0,17.0,0.0,7.0,168.0,0
336,8.0,3.0,6.0,1,0,3.0,3.0,3,3.0,2,2.0,0.0,16.0,0.0,3.0,149.0,1
337,7.0,3.0,27.0,2,1,3.0,2.0,3,2.0,2,2.0,0.0,12.0,5.0,7.0,153.0,1
338,99.0,1.0,30.0,0,1,3.0,5.0,2,2.0,2,2.0,1.0,18.0,1.0,0.0,123.0,1
340,19.0,1.0,24.0,1,0,2.0,3.0,0,3.0,0,6.0,0.0,11.0,1.0,2.0,205.0,0
341,14.0,3.0,8.0,2,0,3.0,3.0,4,5.0,0,8.0,0.0,16.0,9.0,8.0,266.0,1
342,10.0,3.0,15.0,1,1,3.0,3.0,0,4.0,1,2.0,0.0,13.0,6.0,7.0,188.0,0
343,25.0,1.0,12.0,0,1,3.0,3.0,3,5.0,1,4.0,1.0,12.0,2.0,9.0,156.0,1
344,0.0,3.0,17.0,4,1,2.0,2.0,3,3.0,0,9.0,0.0,12.0,1.0,2.0,147.0,0
346,11.0,1.0,16.0,1,0,3.0,3.0,3,3.0,0,4.0,0.0,19.0,1.0,0.0,198.0,1
347,10.0,1.0,6.0,2,0,3.0,3.0,3,4.0,0,7.0,0.0,12.0,3.0,3.0,164.0,1
348,22.0,1.0,24.0,2,1,2.0,4.0,1,3.0,1,2.0,1.0,17.0,0.0,9.0,295.0,1
349,0.0,1.0,29.0,1,1,2.0,2.0,2,2.0,0,2.0,1.0,11.0,0.0,4.0,127.0,1
350,0.0,3.0,34.0,3,1,3.0,3.0,3,4.0,0,2.0,0.0,20.0,1.0,4.0,163.0,1
351,0.0,1.0,23.0,4,1,3.0,4.0,2,4.0,0,2.0,0.0,21.0,1.0,0.0,121.0,1
353,0.0,3.0,19.0,1,1,2.0,3.0,2,3.0,0,2.0,0.0,11.0,1.0,6.0,121.0,1
354,0.0,1.0,13.0,2,0,2.0,3.0,2,3.0,0,2.0,1.0,16.0,0.0,2.0,129.0,0
355,0.0,3.0,18.0,2,1,3.0,4.0,2,5.0,0,2.0,0.0,18.0,1.0,0.0,120.0,0
356,7.0,1.0,6.0,2,1,2.0,4.0,2,2.0,0,2.0,1.0,13.0,0.0,3.0,136.0,1
357,0.0,3.0,19.0,1,1,2.0,3.0,3,5.0,1,3.0,0.0,17.0,0.0,2.0,142.0,1
358,8.0,1.0,31.0,4,1,2.0,4.0,3,2.0,2,5.0,0.0,14.0,0.0,2.0,137.0,1
360,0.0,1.0,12.0,1,0,3.0,4.0,2,3.0,1,1.0,0.0,12.0,1.0,3.0,122.0,1
362,0.0,1.0,6.0,2,0,2.0,4.0,2,4.0,2,2.0,0.0,13.0,1.0,0.0,128.0,1
364,16.0,1.0,12.0,4,1,2.0,4.0,4,2.0,1,5.0,1.0,14.0,1.0,0.0,266.0,1
365,11.0,1.0,6.0,2,0,2.0,3.0,2,5.0,2,4.0,0.0,17.0,1.0,0.0,126.0,1
366,16.0,1.0,15.0,1,1,3.0,3.0,3,3.0,1,4.0,1.0,13.0,2.0,7.0,157.0,0
367,21.0,1.0,6.0,2,0,2.0,4.0,4,5.0,0,8.0,0.0,11.0,0.0,2.0,254.0,1
369,7.0,3.0,20.0,0,0,2.0,3.0,2,3.0,1,2.0,1.0,18.0,1.0,6.0,126.0,1
370,0.0,3.0,8.0,3,1,2.0,3.0,2,5.0,1,1.0,0.0,11.0,0.0,2.0,130.0,1
371,0.0,3.0,28.0,0,1,2.0,3.0,2,3.0,2,2.0,0.0,11.0,1.0,2.0,134.0,1
372,17.0,1.0,9.0,4,1,2.0,3.0,1,2.0,0,5.0,1.0,12.0,1.0,1.0,295.0,1
373,0.0,1.0,12.0,1,1,3.0,3.0,2,3.0,0,1.0,0.0,20.0,2.0,2.0,128.0,1
375,5.0,1.0,15.0,2,0,3.0,3.0,3,2.0,0,2.0,1.0,12.0,1.0,5.0,163.0,1
376,3.0,1.0,9.0,1,0,3.0,3.0,2,3.0,1,2.0,0.0,20.0,1.0,0.0,121.0,0
377,26.0,3.0,6.0,1,0,2.0,3.0,3,5.0,2,8.0,0.0,20.0,6.0,10.0,184.0,1
379,8.0,3.0,32.0,2,0,3.0,3.0,3,5.0,0,3.0,0.0,14.0,0.0,0.0,143.0,0
380,0.0,1.0,12.0,2,0,3.0,3.0,2,2.0,0,2.0,1.0,13.0,0.0,2.0,127.0,1
381,10.0,1.0,9.0,4,1,2.0,3.0,0,3.0,0,120.0,0.0,15.0,6.0,8.0,194.0,1
383,8.0,1.0,12.0,2,1,2.0,5.0,3,2.0,2,2.0,0.0,13.0,11.0,8.0,166.0,1
384,6.0,1.0,12.0,2,1,1.0,3.0,3,2.0,1,4.0,0.0,23.0,4.0,7.0,177.0,0
386,9.0,1.0,15.0,1,1,2.0,4.0,3,4.0,1,3.0,1.0,11.0,1.0,2.0,188.0,1
387,99.0,1.0,9.0,1,1,2.0,4.0,2,2.0,2,1.0,0.0,13.0,0.0,1.0,120.0,1
388,0.0,1.0,16.0,1,1,2.0,3.0,2,3.0,2,2.0,1.0,11.0,0.0,1.0,110.0,1
389,0.0,1.0,9.0,2,1,3.0,3.0,2,5.0,2,2.0,1.0,11.0,9.0,7.0,133.0,0
390,8.0,1.0,9.0,2,1,2.0,4.0,2,3.0,0,2.0,0.0,18.0,1.0,0.0,113.0,0
391,0.0,1.0,10.0,1,1,2.0,2.0,2,5.0,0,3.0,0.0,16.0,0.0,2.0,128.0,1
393,11.0,3.0,13.0,3,0,2.0,4.0,3,2.0,2,1.0,0.0,20.0,1.0,5.0,140.0,1
394,2.0,1.0,6.0,2,1,3.0,5.0,2,2.0,1,2.0,0.0,18.0,2.0,8.0,127.0,0
397,10.0,1.0,16.0,2,1,3.0,2.0,2,2.0,2,4.0,0.0,17.0,1.0,0.0,147.0,1
401,12.0,1.0,8.0,0,0,3.0,4.0,3,3.0,2,2.0,0.0,11.0,2.0,10.0,146.0,1
402,5.0,3.0,16.0,3,1,2.0,3.0,3,2.0,2,2.0,0.0,12.0,0.0,8.0,154.0,1
403,13.0,3.0,14.0,0,1,2.0,3.0,3,3.0,0,4.0,1.0,14.0,1.0,3.0,168.0,0
405,0.0,1.0,6.0,2,0,3.0,3.0,0,5.0,0,2.0,0.0,11.0,1.0,7.0,174.0,1
406,5.0,1.0,9.0,2,0,2.0,3.0,0,2.0,2,4.0,0.0,15.0,3.0,7.0,212.0,1
407,20.0,3.0,20.0,3,1,2.0,3.0,3,5.0,2,3.0,0.0,12.0,0.0,7.0,150.0,1
408,13.0,3.0,11.0,2,1,2.0,4.0,0,5.0,0,6.0,1.0,21.0,0.0,12.0,205.0,0
409,26.0,1.0,13.0,2,1,2.0,2.0,4,3.0,0,4.0,0.0,19.0,0.0,3.0,248.0,1
410,14.0,2.0,16.0,4,1,3.0,4.0,1,2.0,1,4.0,0.0,15.0,12.0,6.0,291.0,1
411,30.0,3.0,22.0,3,1,2.0,3.0,3,5.0,2,9.0,0.0,14.0,1.0,2.0,154.0,1
412,0.0,1.0,16.0,2,1,2.0,3.0,0,5.0,1,2.0,0.0,21.0,1.0,7.0,188.0,0
413,14.0,2.0,6.0,4,1,2.0,4.0,1,3.0,0,2.0,0.0,12.0,2.0,10.0,292.0,1
414,23.0,3.0,14.0,3,1,2.0,3.0,2,4.0,0,8.0,0.0,15.0,1.0,2.0,139.0,1
415,0.0,1.0,6.0,2,0,3.0,5.0,2,4.0,2,8.0,1.0,13.0,1.0,7.0,122.0,1
416,9.0,1.0,14.0,2,0,3.0,2.0,0,5.0,0,10.0,0.0,14.0,0.0,5.0,217.0,0
417,11.0,1.0,6.0,2,0,2.0,3.0,0,3.0,2,5.0,1.0,14.0,0.0,0.0,179.0,1
418,17.0,1.0,30.0,1,1,2.0,5.0,2,3.0,2,3.0,0.0,14.0,0.0,4.0,137.0,0
420,3.0,3.0,33.0,3,1,2.0,3.0,3,2.0,1,8.0,0.0,23.0,4.0,7.0,153.0,1
421,2.0,3.0,16.0,2,1,2.0,3.0,2,3.0,2,2.0,0.0,11.0,0.0,0.0,126.0,1
423,16.0,3.0,21.0,2,1,2.0,4.0,3,2.0,0,4.0,0.0,18.0,0.0,2.0,168.0,0
424,7.0,1.0,14.0,1,0,3.0,3.0,3,3.0,2,4.0,0.0,11.0,1.0,3.0,161.0,1
425,0.0,1.0,15.0,1,1,2.0,3.0,2,5.0,0,2.0,0.0,14.0,0.0,2.0,125.0,1
426,12.0,2.0,9.0,4,0,2.0,2.0,3,4.0,0,138.0,0.0,15.0,3.0,6.0,164.0,1
428,13.0,1.0,8.0,1,0,2.0,4.0,2,2.0,2,1.0,1.0,20.0,2.0,3.0,123.0,1
429,0.0,1.0,13.0,1,0,2.0,4.0,3,5.0,2,9.0,0.0,19.0,1.0,7.0,168.0,1
430,2.0,3.0,16.0,3,1,2.0,3.0,2,4.0,1,2.0,0.0,14.0,0.0,2.0,123.0,1
432,8.0,1.0,8.0,2,0,3.0,3.0,3,5.0,1,3.0,0.0,11.0,0.0,0.0,151.0,0
434,11.0,1.0,8.0,1,1,3.0,3.0,2,3.0,0,7.0,1.0,13.0,0.0,1.0,131.0,1
435,7.0,1.0,14.0,2,0,2.0,3.0,3,5.0,1,4.0,0.0,14.0,1.0,0.0,151.0,1
436,25.0,3.0,9.0,3,1,2.0,4.0,4,5.0,0,2.0,0.0,11.0,1.0,16.0,269.0,1
437,0.0,1.0,6.0,4,1,3.0,3.0,2,2.0,2,2.0,1.0,13.0,5.0,8.0,127.0,1
439,18.0,3.0,8.0,0,1,2.0,5.0,3,3.0,2,1.0,0.0,13.0,0.0,1.0,166.0,1
441,10.0,3.0,33.0,2,0,3.0,1.0,3,3.0,2,5.0,1.0,12.0,1.0,3.0,164.0,0
443,99.0,1.0,8.0,1,1,3.0,3.0,1,5.0,0,6.0,1.0,13.0,1.0,4.0,299.0,1
444,9.0,3.0,14.0,2,1,3.0,4.0,0,5.0,2,2.0,0.0,15.0,0.0,9.0,176.0,0
445,25.0,1.0,25.0,1,1,2.0,3.0,2,2.0,0,1.0,0.0,18.0,1.0,2.0,143.0,0
446,0.0,1.0,6.0,2,0,3.0,5.0,2,2.0,1,4.0,0.0,14.0,2.0,0.0,144.0,0
448,0.0,3.0,14.0,0,1,2.0,4.0,3,5.0,2,7.0,0.0,17.0,1.0,2.0,153.0,1
449,7.0,1.0,6.0,2,0,3.0,1.0,2,2.0,2,3.0,0.0,16.0,0.0,3.0,133.0,1
451,2.0,3.0,5.0,3,1,2.0,3.0,3,2.0,0,1.0,0.0,19.0,0.0,1.0,143.0,0
452,10.0,1.0,16.0,2,0,2.0,3.0,2,5.0,1,1.0,1.0,13.0,3.0,3.0,128.0,1
453,11.0,1.0,8.0,2,0,3.0,1.0,3,5.0,2,7.0,1.0,12.0,4.0,12.0,160.0,0
454,7.0,1.0,8.0,1,0,2.0,4.0,2,5.0,2,2.0,0.0,11.0,1.0,3.0,144.0,1
455,8.0,3.0,14.0,2,0,3.0,3.0,2,2.0,0,2.0,0.0,16.0,0.0,2.0,126.0,1
457,13.0,1.0,8.0,1,0,2.0,1.0,3,4.0,0,2.0,0.0,24.0,0.0,7.0,142.0,0
458,7.0,3.0,14.0,2,0,3.0,3.0,3,5.0,0,6.0,0.0,17.0,1.0,2.0,165.0,1
460,0.0,1.0,12.0,2,1,3.0,1.0,2,5.0,0,2.0,1.0,21.0,1.0,0.0,116.0,1
462,25.0,1.0,17.0,2,0,2.0,3.0,3,3.0,0,9.0,0.0,20.0,1.0,4.0,131.0,1
463,23.0,1.0,8.0,1,1,3.0,3.0,4,3.0,0,6.0,0.0,16.0,0.0,3.0,276.0,1
464,0.0,1.0,6.0,2,0,2.0,4.0,2,5.0,0,2.0,1.0,11.0,0.0,0.0,123.0,1
467,20.0,1.0,8.0,4,0,2.0,3.0,4,2.0,0,2.0,1.0,11.0,3.0,0.0,268.0,1
468,9.0,1.0,6.0,4,0,2.0,3.0,3,4.0,0,1.0,0.0,15.0,0.0,5.0,152.0,1
469,2.0,1.0,29.0,2,1,2.0,1.0,2,3.0,0,2.0,0.0,24.0,1.0,7.0,127.0,1
471,8.0,1.0,6.0,2,0,2.0,1.0,2,3.0,2,4.0,0.0,13.0,0.0,2.0,125.0,1
472,15.0,1.0,6.0,2,0,2.0,4.0,3,2.0,0,10.0,1.0,13.0,0.0,2.0,161.0,1
473,0.0,1.0,8.0,1,1,2.0,3.0,2,3.0,2,7.0,0.0,17.0,0.0,1.0,144.0,1
474,9.0,2.0,19.0,4,1,2.0,3.0,2,4.0,0,4.0,0.0,13.0,1.0,4.0,121.0,1
476,13.0,1.0,22.0,1,1,2.0,4.0,3,3.0,2,7.0,0.0,14.0,1.0,0.0,151.0,0
478,18.0,1.0,8.0,2,0,3.0,4.0,2,3.0,2,2.0,0.0,14.0,1.0,0.0,123.0,1
479,15.0,1.0,35.0,2,1,3.0,3.0,3,4.0,0,2.0,0.0,13.0,2.0,8.0,144.0,1
480,11.0,1.0,18.0,2,1,2.0,4.0,3,5.0,1,3.0,0.0,15.0,1.0,2.0,163.0,0
481,7.0,1.0,22.0,2,0,3.0,4.0,2,2.0,2,2.0,0.0,16.0,1.0,3.0,126.0,0
483,18.0,3.0,8.0,1,1,2.0,3.0,3,2.0,2,5.0,0.0,16.0,0.0,3.0,152.0,1
484,16.0,1.0,20.0,2,1,3.0,3.0,4,5.0,0,7.0,0.0,24.0,1.0,0.0,272.0,1
487,1.0,3.0,8.0,3,0,2.0,3.0,3,4.0,0,2.0,1.0,20.0,7.0,5.0,148.0,1
489,0.0,1.0,11.0,1,0,2.0,4.0,2,3.0,0,127.0,1.0,14.0,0.0,7.0,124.0,0
490,0.0,1.0,9.0,1,1,2.0,3.0,2,2.0,0,2.0,0.0,11.0,1.0,0.0,117.0,0
491,24.0,3.0,32.0,3,0,3.0,3.0,4,3.0,0,3.0,0.0,14.0,0.0,17.0,263.0,1
493,0.0,1.0,8.0,1,1,3.0,1.0,2,5.0,2,8.0,0.0,13.0,1.0,1.0,134.0,1
494,6.0,3.0,6.0,1,1,2.0,1.0,3,5.0,1,2.0,0.0,22.0,0.0,8.0,140.0,1
495,8.0,1.0,33.0,1,0,2.0,4.0,2,5.0,2,2.0,0.0,11.0,1.0,1.0,126.0,1
496,99.0,3.0,6.0,2,1,2.0,3.0,3,2.0,0,2.0,1.0,14.0,2.0,11.0,162.0,1
497,5.0,3.0,19.0,2,1,3.0,3.0,3,2.0,1,3.0,0.0,11.0,0.0,3.0,144.0,1
498,3.0,1.0,11.0,2,1,3.0,4.0,2,2.0,1,10.0,0.0,12.0,0.0,3.0,138.0,0
500,18.0,3.0,15.0,3,1,3.0,3.0,0,5.0,1,5.0,1.0,12.0,1.0,2.0,208.0,1
501,5.0,1.0,14.0,1,0,3.0,1.0,3,3.0,0,6.0,0.0,12.0,1.0,3.0,152.0,1
502,25.0,1.0,31.0,1,0,2.0,4.0,4,2.0,0,4.0,0.0,22.0,0.0,0.0,238.0,0
503,10.0,3.0,22.0,3,1,3.0,4.0,3,3.0,1,5.0,0.0,19.0,1.0,0.0,163.0,1
504,1.0,2.0,14.0,1,1,3.0,4.0,2,2.0,1,2.0,0.0,13.0,0.0,4.0,149.0,1
505,0.0,1.0,6.0,2,1,2.0,4.0,3,2.0,0,7.0,0.0,22.0,2.0,2.0,148.0,1
506,17.0,1.0,14.0,2,1,3.0,1.0,2,2.0,0,3.0,1.0,24.0,1.0,2.0,128.0,1
508,9.0,2.0,14.0,2,1,3.0,4.0,2,5.0,0,1.0,0.0,21.0,1.0,3.0,123.0,1
510,8.0,1.0,15.0,2,0,3.0,4.0,0,3.0,0,2.0,1.0,20.0,2.0,15.0,207.0,1
511,0.0,1.0,31.0,2,0,3.0,3.0,2,4.0,1,2.0,1.0,19.0,0.0,8.0,120.0,0
512,5.0,1.0,6.0,2,1,3.0,3.0,2,2.0,1,1.0,0.0,12.0,0.0,2.0,123.0,0
513,0.0,3.0,10.0,3,1,2.0,4.0,3,5.0,0,2.0,0.0,12.0,1.0,3.0,143.0,1
515,0.0,1.0,10.0,2,1,2.0,4.0,2,2.0,0,1.0,0.0,17.0,0.0,4.0,132.0,0
516,5.0,3.0,11.0,2,1,2.0,3.0,3,4.0,0,2.0,0.0,14.0,2.0,3.0,165.0,0
518,15.0,1.0,9.0,2,0,3.0,1.0,3,2.0,0,3.0,1.0,13.0,0.0,3.0,152.0,1
519,4.0,1.0,17.0,2,1,2.0,3.0,2,2.0,0,4.0,1.0,19.0,1.0,2.0,124.0,1
520,0.0,3.0,6.0,1,0,2.0,4.0,2,3.0,1,7.0,1.0,19.0,0.0,2.0,128.0,1
521,26.0,3.0,14.0,3,1,3.0,3.0,4,2.0,0,6.0,0.0,14.0,0.0,2.0,218.0,1
522,8.0,1.0,31.0,0,1,3.0,4.0,0,4.0,0,4.0,0.0,16.0,3.0,8.0,209.0,1
523,10.0,3.0,27.0,1,0,2.0,3.0,2,2.0,0,6.0,0.0,15.0,1.0,0.0,130.0,0
525,16.0,1.0,6.0,2,0,2.0,3.0,3,2.0,0,5.0,0.0,13.0,1.0,2.0,156.0,0
526,20.0,3.0,8.0,3,0,2.0,3.0,3,2.0,0,1.0,1.0,22.0,5.0,7.0,145.0,1
527,10.0,3.0,25.0,1,1,2.0,3.0,0,4.0,2,2.0,1.0,13.0,0.0,9.0,176.0,0
528,23.0,1.0,8.0,2,1,3.0,3.0,4,5.0,1,2.0,0.0,11.0,13.0,7.0,279.0,0
529,12.0,2.0,8.0,2,0,2.0,4.0,3,2.0,0,9.0,0.0,11.0,0.0,4.0,152.0,1
531,0.0,1.0,31.0,2,1,2.0,3.0,2,2.0,2,2.0,1.0,24.0,1.0,1.0,128.0,1
532,2.0,1.0,13.0,1,0,3.0,4.0,2,2.0,1,7.0,0.0,14.0,1.0,3.0,125.0,1
533,17.0,1.0,15.0,2,1,3.0,3.0,2,5.0,0,2.0,1.0,13.0,2.0,1.0,126.0,1
536,16.0,1.0,14.0,2,0,2.0,3.0,3,4.0,1,5.0,0.0,21.0,1.0,0.0,148.0,1
537,0.0,3.0,8.0,1,0,2.0,4.0,2,3.0,2,2.0,0.0,13.0,0.0,2.0,120.0,1
539,9.0,1.0,20.0,2,1,3.0,3.0,3,2.0,0,1.0,1.0,17.0,4.0,11.0,166.0,1
540,20.0,3.0,8.0,2,0,3.0,4.0,2,2.0,2,2.0,1.0,18.0,1.0,2.0,133.0,1
541,0.0,1.0,9.0,2,0,2.0,3.0,3,3.0,0,1.0,1.0,19.0,1.0,2.0,142.0,1
542,4.0,1.0,8.0,2,0,2.0,5.0,2,2.0,1,5.0,1.0,13.0,0.0,0.0,128.0,1
543,1.0,1.0,15.0,1,0,3.0,3.0,2,3.0,1,6.0,0.0,18.0,2.0,2.0,124.0,1
545,0.0,1.0,10.0,2,0,3.0,3.0,2,3.0,2,2.0,0.0,19.0,1.0,0.0,123.0,1
546,7.0,1.0,16.0,2,1,2.0,3.0,2,4.0,1,2.0,0.0,14.0,1.0,0.0,120.0,1
547,15.0,3.0,20.0,1,0,3.0,4.0,3,3.0,2,8.0,0.0,17.0,0.0,3.0,162.0,1
548,6.0,1.0,6.0,4,1,3.0,4.0,2,5.0,2,4.0,1.0,11.0,0.0,2.0,128.0,1
549,30.0,1.0,11.0,0,0,2.0,4.0,0,4.0,1,3.0,1.0,13.0,1.0,4.0,206.0,1
550,4.0,3.0,13.0,2,1,2.0,4.0,2,3.0,0,4.0,0.0,15.0,3.0,2.0,123.0,1
551,8.0,1.0,27.0,2,0,2.0,3.0,3,2.0,0,2.0,1.0,25.0,0.0,7.0,140.0,1
552,22.0,1.0,14.0,4,0,2.0,3.0,0,4.0,0,5.0,0.0,11.0,0.0,7.0,174.0,1
553,21.0,1.0,26.0,1,1,2.0,3.0,2,3.0,0,5.0,0.0,17.0,0.0,0.0,123.0,1
555,9.0,1.0,13.0,4,1,3.0,3.0,2,2.0,2,3.0,0.0,18.0,0.0,1.0,147.0,1
556,11.0,1.0,6.0,0,0,3.0,3.0,0,5.0,0,2.0,0.0,13.0,3.0,11.0,236.0,1
558,0.0,3.0,25.0,3,1,2.0,4.0,2,4.0,0,2.0,1.0,18.0,0.0,0.0,124.0,1
559,13.0,3.0,16.0,3,1,3.0,4.0,0,4.0,1,3.0,0.0,12.0,1.0,0.0,197.0,1
561,14.0,1.0,12.0,1,1,2.0,3.0,2,5.0,2,123.0,1.0,13.0,1.0,17.0,147.0,1
562,9.0,1.0,8.0,1,1,3.0,3.0,2,3.0,2,5.0,0.0,21.0,2.0,9.0,125.0,1
563,0.0,3.0,27.0,4,1,2.0,4.0,2,4.0,2,2.0,1.0,13.0,0.0,0.0,121.0,1
564,0.0,1.0,10.0,0,1,2.0,3.0,2,5.0,2,2.0,0.0,19.0,1.0,0.0,130.0,1
566,13.0,1.0,15.0,1,1,2.0,3.0,2,4.0,1,123.0,1.0,14.0,0.0,0.0,136.0,0
567,5.0,1.0,9.0,1,0,3.0,3.0,3,5.0,0,2.0,0.0,12.0,6.0,3.0,167.0,1
569,6.0,1.0,6.0,2,0,2.0,4.0,3,2.0,2,1.0,0.0,14.0,0.0,4.0,169.0,1
570,0.0,3.0,6.0,2,1,2.0,4.0,0,3.0,0,6.0,0.0,11.0,1.0,7.0,206.0,1
571,18.0,1.0,10.0,2,1,2.0,3.0,3,4.0,0,2.0,0.0,12.0,1.0,8.0,144.0,0
573,8.0,3.0,24.0,1,0,2.0,3.0,3,3.0,0,2.0,0.0,16.0,1.0,0.0,146.0,1
574,25.0,1.0,6.0,2,1,3.0,3.0,4,2.0,0,3.0,0.0,15.0,7.0,8.0,271.0,1
576,99.0,3.0,8.0,1,1,2.0,3.0,4,3.0,1,7.0,0.0,13.0,2.0,2.0,249.0,1
578,11.0,3.0,16.0,0,0,2.0,3.0,3,2.0,2,2.0,1.0,13.0,0.0,3.0,157.0,0
579,8.0,3.0,9.0,2,1,3.0,3.0,0,2.0,1,7.0,0.0,13.0,0.0,8.0,178.0,1
581,3.0,3.0,30.0,2,0,3.0,1.0,4,4.0,2,5.0,1.0,16.0,1.0,0.0,232.0,0
582,20.0,1.0,22.0,1,1,3.0,1.0,3,3.0,1,2.0,1.0,19.0,0.0,7.0,151.0,0
583,9.0,3.0,14.0,0,1,2.0,3.0,3,2.0,1,5.0,0.0,13.0,1.0,7.0,151.0,0
584,0.0,1.0,15.0,1,1,2.0,4.0,2,5.0,2,124.0,1.0,22.0,1.0,2.0,123.0,0
585,6.0,3.0,23.0,2,1,2.0,3.0,4,3.0,2,2.0,0.0,11.0,5.0,0.0,274.0,0
586,0.0,1.0,16.0,2,0,3.0,4.0,2,5.0,2,7.0,1.0,20.0,1.0,0.0,124.0,1
588,18.0,1.0,6.0,1,0,3.0,3.0,2,2.0,1,4.0,0.0,14.0,0.0,2.0,123.0,1
589,23.0,1.0,6.0,1,1,3.0,3.0,4,2.0,1,10.0,0.0,22.0,0.0,3.0,274.0,1
591,14.0,1.0,15.0,1,1,3.0,3.0,1,3.0,1,3.0,0.0,17.0,1.0,11.0,294.0,0
592,0.0,1.0,22.0,0,0,2.0,3.0,2,4.0,0,10.0,0.0,14.0,2.0,2.0,128.0,1
594,20.0,3.0,10.0,2,0,2.0,3.0,3,2.0,2,2.0,1.0,17.0,1.0,7.0,142.0,1
595,0.0,1.0,28.0,2,0,2.0,3.0,2,3.0,0,5.0,1.0,11.0,0.0,1.0,1862.0,1
596,23.0,1.0,30.0,2,1,3.0,3.0,4,3.0,0,4.0,1.0,18.0,0.0,5.0,240.0,1
597,11.0,1.0,16.0,1,1,3.0,3.0,2,3.0,0,1.0,0.0,17.0,0.0,2.0,127.0,0
598,19.0,1.0,13.0,1,1,3.0,3.0,0,3.0,1,7.0,0.0,13.0,0.0,7.0,208.0,1
600,0.0,1.0,20.0,4,1,2.0,4.0,2,4.0,1,2.0,1.0,24.0,1.0,2.0,137.0,1
601,4.0,1.0,6.0,2,0,3.0,3.0,3,5.0,0,2.0,0.0,12.0,1.0,3.0,141.0,0
602,0.0,1.0,11.0,2,1,3.0,3.0,2,2.0,2,2.0,0.0,15.0,1.0,0.0,111.0,0
603,27.0,1.0,23.0,0,0,2.0,3.0,0,3.0,0,9.0,0.0,11.0,1.0,8.0,207.0,1
