,Churn,Tenure,City_Tier,CC_Contacted_LY,Payment,Gender,Service_Score,Account_user_count,account_segment,CC_Agent_Score,Marital_Status,rev_per_month,Complain_ly,rev_growth_yoy,coupon_used_for_payment,Day_Since_CC_connect,cashback,Login_device
293,0,0.0,1.0,29.0,2,0,2.0,3.0,2,2.0,1,2.0,0.0,22.0,1.0,2.0,129.0,1
294,0,3.0,1.0,9.0,2,1,2.0,3.0,2,2.0,0,5.0,0.0,15.0,0.0,4.0,121.0,0
295,0,2.0,1.0,9.0,1,1,3.0,4.0,0,3.0,0,2.0,0.0,18.0,1.0,7.0,219.0,1
296,1,0.0,1.0,31.0,0,0,3.0,4.0,2,4.0,0,6.0,0.0,16.0,0.0,1.0,125.0,1
297,1,0.0,2.0,8.0,0,1,2.0,4.0,2,2.0,2,2.0,0.0,12.0,1.0,0.0,126.0,1
300,0,23.0,1.0,35.0,2,1,2.0,4.0,4,3.0,0,1.0,0.0,15.0,11.0,7.0,270.0,1
301,0,3.0,1.0,8.0,1,0,2.0,3.0,2,2.0,2,1.0,0.0,14.0,5.0,7.0,126.0,0
302,0,30.0,3.0,34.0,3,0,3.0,4.0,0,5.0,0,5.0,0.0,19.0,13.0,11.0,203.0,0
304,0,19.0,1.0,8.0,2,1,2.0,3.0,4,3.0,0,7.0,0.0,13.0,0.0,1.0,279.0,1
305,0,8.0,1.0,28.0,2,1,2.0,5.0,2,3.0,2,1.0,0.0,15.0,2.0,3.0,142.0,1
306,0,27.0,1.0,14.0,2,0,2.0,3.0,3,3.0,2,8.0,0.0,11.0,1.0,0.0,138.0,1
307,0,7.0,1.0,8.0,2,1,3.0,4.0,2,3.0,1,4.0,0.0,12.0,5.0,7.0,128.0,1
308,0,19.0,3.0,16.0,3,0,3.0,4.0,0,2.0,0,3.0,1.0,19.0,1.0,2.0,191.0,1
309,0,4.0,1.0,15.0,2,1,2.0,3.0,0,4.0,1,2.0,0.0,25.0,1.0,8.0,206.0,1
310,1,0.0,1.0,21.0,1,1,2.0,3.0,0,3.0,0,8.0,1.0,12.0,0.0,7.0,236.0,1
311,1,0.0,1.0,16.0,1,1,2.0,5.0,2,2.0,1,8.0,0.0,13.0,0.0,3.0,134.0,1
312,0,3.0,3.0,13.0,3,1,2.0,3.0,2,4.0,2,1.0,0.0,14.0,1.0,2.0,130.0,1
313,0,8.0,1.0,22.0,2,1,3.0,3.0,0,3.0,0,5.0,1.0,12.0,0.0,0.0,176.0,1
314,1,0.0,1.0,26.0,2,1,3.0,3.0,0,3.0,0,4.0,0.0,12.0,1.0,0.0,198.0,0
315,1,0.0,2.0,29.0,4,0,2.0,3.0,0,5.0,1,10.0,1.0,15.0,1.0,2.0,200.0,0
316,0,15.0,1.0,11.0,4,1,3.0,3.0,2,3.0,0,5.0,0.0,17.0,2.0,0.0,121.0,0
319,0,21.0,3.0,8.0,3,0,2.0,3.0,3,2.0,0,3.0,0.0,14.0,4.0,7.0,141.0,1
320,0,28.0,3.0,24.0,2,0,2.0,3.0,4,4.0,2,4.0,0.0,23.0,0.0,7.0,268.0,1
321,0,14.0,3.0,16.0,2,1,2.0,3.0,3,2.0,2,8.0,0.0,14.0,0.0,10.0,162.0,0
322,0,8.0,3.0,6.0,3,1,2.0,3.0,3,3.0,0,10.0,0.0,11.0,3.0,9.0,147.0,1
323,0,13.0,1.0,12.0,2,0,3.0,3.0,4,3.0,2,8.0,0.0,15.0,4.0,13.0,232.0,1
324,0,12.0,1.0,14.0,2,0,2.0,3.0,2,3.0,0,2.0,0.0,11.0,0.0,7.0,138.0,0
325,0,4.0,3.0,8.0,2,1,3.0,3.0,3,2.0,2,5.0,1.0,13.0,1.0,5.0,166.0,1
326,0,15.0,1.0,30.0,1,1,2.0,3.0,0,5.0,0,102.0,1.0,21.0,4.0,8.0,174.0,1
327,0,18.0,3.0,8.0,4,1,3.0,3.0,3,4.0,0,1.0,0.0,19.0,3.0,7.0,148.0,1
329,0,2.0,1.0,25.0,0,1,2.0,3.0,3,2.0,1,5.0,0.0,12.0,0.0,2.0,143.0,1
330,0,6.0,1.0,6.0,1,0,3.0,2.0,4,3.0,1,5.0,0.0,19.0,0.0,5.0,262.0,1
331,0,0.0,3.0,13.0,2,1,2.0,4.0,0,2.0,1,10.0,0.0,21.0,1.0,1.0,216.0,1
332,1,0.0,3.0,11.0,3,1,3.0,3.0,2,4.0,2,2.0,1.0,14.0,1.0,0.0,119.0,0
333,0,13.0,3.0,34.0,4,1,2.0,5.0,0,5.0,1,4.0,0.0,15.0,1.0,1.0,209.0,0
334,0,14.0,1.0,8.0,4,0,3.0,4.0,3,3.0,2,3.0,1.0,17.0,0.0,7.0,168.0,0
336,0,8.0,3.0,6.0,1,0,3.0,3.0,3,3.0,2,2.0,0.0,16.0,0.0,3.0,149.0,1
337,0,7.0,3.0,27.0,2,1,3.0,2.0,3,2.0,2,2.0,0.0,12.0,5.0,7.0,153.0,1
338,1,99.0,1.0,30.0,0,1,3.0,5.0,2,2.0,2,2.0,1.0,18.0,1.0,0.0,123.0,1
340,0,19.0,1.0,24.0,1,0,2.0,3.0,0,3.0,0,6.0,0.0,11.0,1.0,2.0,205.0,0
341,0,14.0,3.0,8.0,2,0,3.0,3.0,4,5.0,0,8.0,0.0,16.0,9.0,8.0,266.0,1
342,0,10.0,3.0,15.0,1,1,3.0,3.0,0,4.0,1,2.0,0.0,13.0,6.0,7.0,188.0,0
343,0,25.0,1.0,12.0,0,1,3.0,3.0,3,5.0,1,4.0,1.0,12.0,2.0,9.0,156.0,1
344,1,0.0,3.0,17.0,4,1,2.0,2.0,3,3.0,0,9.0,0.0,12.0,1.0,2.0,147.0,0
346,0,11.0,1.0,16.0,1,0,3.0,3.0,3,3.0,0,4.0,0.0,19.0,1.0,0.0,198.0,1
347,0,10.0,1.0,6.0,2,0,3.0,3.0,3,4.0,0,7.0,0.0,12.0,3.0,3.0,164.0,1
348,0,22.0,1.0,24.0,2,1,2.0,4.0,1,3.0,1,2.0,1.0,17.0,0.0,9.0,295.0,1
349,0,0.0,1.0,29.0,1,1,2.0,2.0,2,2.0,0,2.0,1.0,11.0,0.0,4.0,127.0,1
350,0,0.0,3.0,34.0,3,1,3.0,3.0,3,4.0,0,2.0,0.0,20.0,1.0,4.0,163.0,1
351,0,0.0,1.0,23.0,4,1,3.0,4.0,2,4.0,0,2.0,0.0,21.0,1.0,0.0,121.0,1
353,0,0.0,3.0,19.0,1,1,2.0,3.0,2,3.0,0,2.0,0.0,11.0,1.0,6.0,121.0,1
354,1,0.0,1.0,13.0,2,0,2.0,3.0,2,3.0,0,2.0,1.0,16.0,0.0,2.0,129.0,0
355,1,0.0,3.0,18.0,2,1,3.0,4.0,2,5.0,0,2.0,0.0,18.0,1.0,0.0,120.0,0
356,0,7.0,1.0,6.0,2,1,2.0,4.0,2,2.0,0,2.0,1.0,13.0,0.0,3.0,136.0,1
357,1,0.0,3.0,19.0,1,1,2.0,3.0,3,5.0,1,3.0,0.0,17.0,0.0,2.0,142.0,1
358,0,8.0,1.0,31.0,4,1,2.0,4.0,3,2.0,2,5.0,0.0,14.0,0.0,2.0,137.0,1
360,0,0.0,1.0,12.0,1,0,3.0,4.0,2,3.0,1,1.0,0.0,12.0,1.0,3.0,122.0,1
362,0,0.0,1.0,6.0,2,0,2.0,4.0,2,4.0,2,2.0,0.0,13.0,1.0,0.0,128.0,1
364,0,16.0,1.0,12.0,4,1,2.0,4.0,4,2.0,1,5.0,1.0,14.0,1.0,0.0,266.0,1
365,0,11.0,1.0,6.0,2,0,2.0,3.0,2,5.0,2,4.0,0.0,17.0,1.0,0.0,126.0,1
366,0,16.0,1.0,15.0,1,1,3.0,3.0,3,3.0,1,4.0,1.0,13.0,2.0,7.0,157.0,0
367,0,21.0,1.0,6.0,2,0,2.0,4.0,4,5.0,0,8.0,0.0,11.0,0.0,2.0,254.0,1
369,0,7.0,3.0,20.0,0,0,2.0,3.0,2,3.0,1,2.0,1.0,18.0,1.0,6.0,126.0,1
370,1,0.0,3.0,8.0,3,1,2.0,3.0,2,5.0,1,1.0,0.0,11.0,0.0,2.0,130.0,1
371,0,0.0,3.0,28.0,0,1,2.0,3.0,2,3.0,2,2.0,0.0,11.0,1.0,2.0,134.0,1
372,0,17.0,1.0,9.0,4,1,2.0,3.0,1,2.0,0,5.0,1.0,12.0,1.0,1.0,295.0,1
373,0,0.0,1.0,12.0,1,1,3.0,3.0,2,3.0,0,1.0,0.0,20.0,2.0,2.0,128.0,1
375,0,5.0,1.0,15.0,2,0,3.0,3.0,3,2.0,0,2.0,1.0,12.0,1.0,5.0,163.0,1
376,0,3.0,1.0,9.0,1,0,3.0,3.0,2,3.0,1,2.0,0.0,20.0,1.0,0.0,121.0,0
377,0,26.0,3.0,6.0,1,0,2.0,3.0,3,5.0,2,8.0,0.0,20.0,6.0,10.0,184.0,1
379,1,8.0,3.0,32.0,2,0,3.0,3.0,3,5.0,0,3.0,0.0,14.0,0.0,0.0,143.0,0
380,0,0.0,1.0,12.0,2,0,3.0,3.0,2,2.0,0,2.0,1.0,13.0,0.0,2.0,127.0,1
381,0,10.0,1.0,9.0,4,1,2.0,3.0,0,3.0,0,120.0,0.0,15.0,6.0,8.0,194.0,1
383,0,8.0,1.0,12.0,2,1,2.0,5.0,3,2.0,2,2.0,0.0,13.0,11.0,8.0,166.0,1
384,0,6.0,1.0,12.0,2,1,1.0,3.0,3,2.0,1,4.0,0.0,23.0,4.0,7.0,177.0,0
386,0,9.0,1.0,15.0,1,1,2.0,4.0,3,4.0,1,3.0,1.0,11.0,1.0,2.0,188.0,1
387,0,99.0,1.0,9.0,1,1,2.0,4.0,2,2.0,2,1.0,0.0,13.0,0.0,1.0,120.0,1
388,1,0.0,1.0,16.0,1,1,2.0,3.0,2,3.0,2,2.0,1.0,11.0,0.0,1.0,110.0,1
389,1,0.0,1.0,9.0,2,1,3.0,3.0,2,5.0,2,2.0,1.0,11.0,9.0,7.0,133.0,0
390,0,8.0,1.0,9.0,2,1,2.0,4.0,2,3.0,0,2.0,0.0,18.0,1.0,0.0,113.0,0
391,0,0.0,1.0,10.0,1,1,2.0,2.0,2,5.0,0,3.0,0.0,16.0,0.0,2.0,128.0,1
393,0,11.0,3.0,13.0,3,0,2.0,4.0,3,2.0,2,1.0,0.0,20.0,1.0,5.0,140.0,1
394,0,2.0,1.0,6.0,2,1,3.0,5.0,2,2.0,1,2.0,0.0,18.0,2.0,8.0,127.0,0
397,0,10.0,1.0,16.0,2,1,3.0,2.0,2,2.0,2,4.0,0.0,17.0,1.0,0.0,147.0,1
401,0,12.0,1.0,8.0,0,0,3.0,4.0,3,3.0,2,2.0,0.0,11.0,2.0,10.0,146.0,1
402,0,5.0,3.0,16.0,3,1,2.0,3.0,3,2.0,2,2.0,0.0,12.0,0.0,8.0,154.0,1
403,1,13.0,3.0,14.0,0,1,2.0,3.0,3,3.0,0,4.0,1.0,14.0,1.0,3.0,168.0,0
405,0,0.0,1.0,6.0,2,0,3.0,3.0,0,5.0,0,2.0,0.0,11.0,1.0,7.0,174.0,1
406,0,5.0,1.0,9.0,2,0,2.0,3.0,0,2.0,2,4.0,0.0,15.0,3.0,7.0,212.0,1
407,0,20.0,3.0,20.0,3,1,2.0,3.0,3,5.0,2,3.0,0.0,12.0,0.0,7.0,150.0,1
408,0,13.0,3.0,11.0,2,1,2.0,4.0,0,5.0,0,6.0,1.0,21.0,0.0,12.0,205.0,0
409,0,26.0,1.0,13.0,2,1,2.0,2.0,4,3.0,0,4.0,0.0,19.0,0.0,3.0,248.0,1
410,0,14.0,2.0,16.0,4,1,3.0,4.0,1,2.0,1,4.0,0.0,15.0,12.0,6.0,291.0,1
411,0,30.0,3.0,22.0,3,1,2.0,3.0,3,5.0,2,9.0,0.0,14.0,1.0,2.0,154.0,1
412,0,0.0,1.0,16.0,2,1,2.0,3.0,0,5.0,1,2.0,0.0,21.0,1.0,7.0,188.0,0
413,0,14.0,2.0,6.0,4,1,2.0,4.0,1,3.0,0,2.0,0.0,12.0,2.0,10.0,292.0,1
414,0,23.0,3.0,14.0,3,1,2.0,3.0,2,4.0,0,8.0,0.0,15.0,1.0,2.0,139.0,1
415,1,0.0,1.0,6.0,2,0,3.0,5.0,2,4.0,2,8.0,1.0,13.0,1.0,7.0,122.0,1
416,0,9.0,1.0,14.0,2,0,3.0,2.0,0,5.0,0,10.0,0.0,14.0,0.0,5.0,217.0,0
417,0,11.0,1.0,6.0,2,0,2.0,3.0,0,3.0,2,5.0,1.0,14.0,0.0,0.0,179.0,1
418,0,17.0,1.0,30.0,1,1,2.0,5.0,2,3.0,2,3.0,0.0,14.0,0.0,4.0,137.0,0
420,0,3.0,3.0,33.0,3,1,2.0,3.0,3,2.0,1,8.0,0.0,23.0,4.0,7.0,153.0,1
421,0,2.0,3.0,16.0,2,1,2.0,3.0,2,3.0,2,2.0,0.0,11.0,0.0,0.0,126.0,1
423,0,16.0,3.0,21.0,2,1,2.0,4.0,3,2.0,0,4.0,0.0,18.0,0.0,2.0,168.0,0
424,0,7.0,1.0,14.0,1,0,3.0,3.0,3,3.0,2,4.0,0.0,11.0,1.0,3.0,161.0,1
425,0,0.0,1.0,15.0,1,1,2.0,3.0,2,5.0,0,2.0,0.0,14.0,0.0,2.0,125.0,1
426,0,12.0,2.0,9.0,4,0,2.0,2.0,3,4.0,0,138.0,0.0,15.0,3.0,6.0,164.0,1
428,0,13.0,1.0,8.0,1,0,2.0,4.0,2,2.0,2,1.0,1.0,20.0,2.0,3.0,123.0,1
429,0,0.0,1.0,13.0,1,0,2.0,4.0,3,5.0,2,9.0,0.0,19.0,1.0,7.0,168.0,1
430,0,2.0,3.0,16.0,3,1,2.0,3.0,2,4.0,1,2.0,0.0,14.0,0.0,2.0,123.0,1
432,0,8.0,1.0,8.0,2,0,3.0,3.0,3,5.0,1,3.0,0.0,11.0,0.0,0.0,151.0,0
434,0,11.0,1.0,8.0,1,1,3.0,3.0,2,3.0,0,7.0,1.0,13.0,0.0,1.0,131.0,1
435,0,7.0,1.0,14.0,2,0,2.0,3.0,3,5.0,1,4.0,0.0,14.0,1.0,0.0,151.0,1
436,0,25.0,3.0,9.0,3,1,2.0,4.0,4,5.0,0,2.0,0.0,11.0,1.0,16.0,269.0,1
437,1,0.0,1.0,6.0,4,1,3.0,3.0,2,2.0,2,2.0,1.0,13.0,5.0,8.0,127.0,1
439,0,18.0,3.0,8.0,0,1,2.0,5.0,3,3.0,2,1.0,0.0,13.0,0.0,1.0,166.0,1
441,1,10.0,3.0,33.0,2,0,3.0,1.0,3,3.0,2,5.0,1.0,12.0,1.0,3.0,164.0,0
443,1,99.0,1.0,8.0,1,1,3.0,3.0,1,5.0,0,6.0,1.0,13.0,1.0,4.0,299.0,1
444,0,9.0,3.0,14.0,2,1,3.0,4.0,0,5.0,2,2.0,0.0,15.0,0.0,9.0,176.0,0
445,0,25.0,1.0,25.0,1,1,2.0,3.0,2,2.0,0,1.0,0.0,18.0,1.0,2.0,143.0,0
446,0,0.0,1.0,6.0,2,0,3.0,5.0,2,2.0,1,4.0,0.0,14.0,2.0,0.0,144.0,0
448,1,0.0,3.0,14.0,0,1,2.0,4.0,3,5.0,2,7.0,0.0,17.0,1.0,2.0,153.0,1
449,0,7.0,1.0,6.0,2,0,3.0,1.0,2,2.0,2,3.0,0.0,16.0,0.0,3.0,133.0,1
451,0,2.0,3.0,5.0,3,1,2.0,3.0,3,2.0,0,1.0,0.0,19.0,0.0,1.0,143.0,0
452,0,10.0,1.0,16.0,2,0,2.0,3.0,2,5.0,1,1.0,1.0,13.0,3.0,3.0,128.0,1
453,0,11.0,1.0,8.0,2,0,3.0,1.0,3,5.0,2,7.0,1.0,12.0,4.0,12.0,160.0,0
454,0,7.0,1.0,8.0,1,0,2.0,4.0,2,5.0,2,2.0,0.0,11.0,1.0,3.0,144.0,1
455,0,8.0,3.0,14.0,2,0,3.0,3.0,2,2.0,0,2.0,0.0,16.0,0.0,2.0,126.0,1
457,0,13.0,1.0,8.0,1,0,2.0,1.0,3,4.0,0,2.0,0.0,24.0,0.0,7.0,142.0,0
458,0,7.0,3.0,14.0,2,0,3.0,3.0,3,5.0,0,6.0,0.0,17.0,1.0,2.0,165.0,1
460,1,0.0,1.0,12.0,2,1,3.0,1.0,2,5.0,0,2.0,1.0,21.0,1.0,0.0,116.0,1
462,0,25.0,1.0,17.0,2,0,2.0,3.0,3,3.0,0,9.0,0.0,20.0,1.0,4.0,131.0,1
463,0,23.0,1.0,8.0,1,1,3.0,3.0,4,3.0,0,6.0,0.0,16.0,0.0,3.0,276.0,1
464,1,0.0,1.0,6.0,2,0,2.0,4.0,2,5.0,0,2.0,1.0,11.0,0.0,0.0,123.0,1
467,0,20.0,1.0,8.0,4,0,2.0,3.0,4,2.0,0,2.0,1.0,11.0,3.0,0.0,268.0,1
468,0,9.0,1.0,6.0,4,0,2.0,3.0,3,4.0,0,1.0,0.0,15.0,0.0,5.0,152.0,1
469,0,2.0,1.0,29.0,2,1,2.0,1.0,2,3.0,0,2.0,0.0,24.0,1.0,7.0,127.0,1
471,0,8.0,1.0,6.0,2,0,2.0,1.0,2,3.0,2,4.0,0.0,13.0,0.0,2.0,125.0,1
472,0,15.0,1.0,6.0,2,0,2.0,4.0,3,2.0,0,10.0,1.0,13.0,0.0,2.0,161.0,1
473,1,0.0,1.0,8.0,1,1,2.0,3.0,2,3.0,2,7.0,0.0,17.0,0.0,1.0,144.0,1
474,0,9.0,2.0,19.0,4,1,2.0,3.0,2,4.0,0,4.0,0.0,13.0,1.0,4.0,121.0,1
476,0,13.0,1.0,22.0,1,1,2.0,4.0,3,3.0,2,7.0,0.0,14.0,1.0,0.0,151.0,0
478,0,18.0,1.0,8.0,2,0,3.0,4.0,2,3.0,2,2.0,0.0,14.0,1.0,0.0,123.0,1
479,0,15.0,1.0,35.0,2,1,3.0,3.0,3,4.0,0,2.0,0.0,13.0,2.0,8.0,144.0,1
480,0,11.0,1.0,18.0,2,1,2.0,4.0,3,5.0,1,3.0,0.0,15.0,1.0,2.0,163.0,0
481,0,7.0,1.0,22.0,2,0,3.0,4.0,2,2.0,2,2.0,0.0,16.0,1.0,3.0,126.0,0
483,1,18.0,3.0,8.0,1,1,2.0,3.0,3,2.0,2,5.0,0.0,16.0,0.0,3.0,152.0,1
484,0,16.0,1.0,20.0,2,1,3.0,3.0,4,5.0,0,7.0,0.0,24.0,1.0,0.0,272.0,1
487,0,1.0,3.0,8.0,3,0,2.0,3.0,3,4.0,0,2.0,1.0,20.0,7.0,5.0,148.0,1
489,1,0.0,1.0,11.0,1,0,2.0,4.0,2,3.0,0,127.0,1.0,14.0,0.0,7.0,124.0,0
490,0,0.0,1.0,9.0,1,1,2.0,3.0,2,2.0,0,2.0,0.0,11.0,1.0,0.0,117.0,0
491,0,24.0,3.0,32.0,3,0,3.0,3.0,4,3.0,0,3.0,0.0,14.0,0.0,17.0,263.0,1
493,0,0.0,1.0,8.0,1,1,3.0,1.0,2,5.0,2,8.0,0.0,13.0,1.0,1.0,134.0,1
494,0,6.0,3.0,6.0,1,1,2.0,1.0,3,5.0,1,2.0,0.0,22.0,0.0,8.0,140.0,1
495,0,8.0,1.0,33.0,1,0,2.0,4.0,2,5.0,2,2.0,0.0,11.0,1.0,1.0,126.0,1
496,0,99.0,3.0,6.0,2,1,2.0,3.0,3,2.0,0,2.0,1.0,14.0,2.0,11.0,162.0,1
497,0,5.0,3.0,19.0,2,1,3.0,3.0,3,2.0,1,3.0,0.0,11.0,0.0,3.0,144.0,1
498,0,3.0,1.0,11.0,2,1,3.0,4.0,2,2.0,1,10.0,0.0,12.0,0.0,3.0,138.0,0
500,0,18.0,3.0,15.0,3,1,3.0,3.0,0,5.0,1,5.0,1.0,12.0,1.0,2.0,208.0,1
501,0,5.0,1.0,14.0,1,0,3.0,1.0,3,3.0,0,6.0,0.0,12.0,1.0,3.0,152.0,1
502,0,25.0,1.0,31.0,1,0,2.0,4.0,4,2.0,0,4.0,0.0,22.0,0.0,0.0,238.0,0
503,0,10.0,3.0,22.0,3,1,3.0,4.0,3,3.0,1,5.0,0.0,19.0,1.0,0.0,163.0,1
504,0,1.0,2.0,14.0,1,1,3.0,4.0,2,2.0,1,2.0,0.0,13.0,0.0,4.0,149.0,1
505,0,0.0,1.0,6.0,2,1,2.0,4.0,3,2.0,0,7.0,0.0,22.0,2.0,2.0,148.0,1
506,0,17.0,1.0,14.0,2,1,3.0,1.0,2,2.0,0,3.0,1.0,24.0,1.0,2.0,128.0,1
508,0,9.0,2.0,14.0,2,1,3.0,4.0,2,5.0,0,1.0,0.0,21.0,1.0,3.0,123.0,1
510,0,8.0,1.0,15.0,2,0,3.0,4.0,0,3.0,0,2.0,1.0,20.0,2.0,15.0,207.0,1
511,1,0.0,1.0,31.0,2,0,3.0,3.0,2,4.0,1,2.0,1.0,19.0,0.0,8.0,120.0,0
512,0,5.0,1.0,6.0,2,1,3.0,3.0,2,2.0,1,1.0,0.0,12.0,0.0,2.0,123.0,0
513,0,0.0,3.0,10.0,3,1,2.0,4.0,3,5.0,0,2.0,0.0,12.0,1.0,3.0,143.0,1
515,0,0.0,1.0,10.0,2,1,2.0,4.0,2,2.0,0,1.0,0.0,17.0,0.0,4.0,132.0,0
516,0,5.0,3.0,11.0,2,1,2.0,3.0,3,4.0,0,2.0,0.0,14.0,2.0,3.0,165.0,0
518,0,15.0,1.0,9.0,2,0,3.0,1.0,3,2.0,0,3.0,1.0,13.0,0.0,3.0,152.0,1
519,0,4.0,1.0,17.0,2,1,2.0,3.0,2,2.0,0,4.0,1.0,19.0,1.0,2.0,124.0,1
520,1,0.0,3.0,6.0,1,0,2.0,4.0,2,3.0,1,7.0,1.0,19.0,0.0,2.0,128.0,1
521,0,26.0,3.0,14.0,3,1,3.0,3.0,4,2.0,0,6.0,0.0,14.0,0.0,2.0,218.0,1
522,0,8.0,1.0,31.0,0,1,3.0,4.0,0,4.0,0,4.0,0.0,16.0,3.0,8.0,209.0,1
523,0,10.0,3.0,27.0,1,0,2.0,3.0,2,2.0,0,6.0,0.0,15.0,1.0,0.0,130.0,0
525,0,16.0,1.0,6.0,2,0,2.0,3.0,3,2.0,0,5.0,0.0,13.0,1.0,2.0,156.0,0
526,0,20.0,3.0,8.0,3,0,2.0,3.0,3,2.0,0,1.0,1.0,22.0,5.0,7.0,145.0,1
527,0,10.0,3.0,25.0,1,1,2.0,3.0,0,4.0,2,2.0,1.0,13.0,0.0,9.0,176.0,0
528,0,23.0,1.0,8.0,2,1,3.0,3.0,4,5.0,1,2.0,0.0,11.0,13.0,7.0,279.0,0
529,0,12.0,2.0,8.0,2,0,2.0,4.0,3,2.0,0,9.0,0.0,11.0,0.0,4.0,152.0,1
531,1,0.0,1.0,31.0,2,1,2.0,3.0,2,2.0,2,2.0,1.0,24.0,1.0,1.0,128.0,1
532,0,2.0,1.0,13.0,1,0,3.0,4.0,2,2.0,1,7.0,0.0,14.0,1.0,3.0,125.0,1
533,0,17.0,1.0,15.0,2,1,3.0,3.0,2,5.0,0,2.0,1.0,13.0,2.0,1.0,126.0,1
536,0,16.0,1.0,14.0,2,0,2.0,3.0,3,4.0,1,5.0,0.0,21.0,1.0,0.0,148.0,1
537,1,0.0,3.0,8.0,1,0,2.0,4.0,2,3.0,2,2.0,0.0,13.0,0.0,2.0,120.0,1
539,0,9.0,1.0,20.0,2,1,3.0,3.0,3,2.0,0,1.0,1.0,17.0,4.0,11.0,166.0,1
540,0,20.0,3.0,8.0,2,0,3.0,4.0,2,2.0,2,2.0,1.0,18.0,1.0,2.0,133.0,1
541,1,0.0,1.0,9.0,2,0,2.0,3.0,3,3.0,0,1.0,1.0,19.0,1.0,2.0,142.0,1
542,1,4.0,1.0,8.0,2,0,2.0,5.0,2,2.0,1,5.0,1.0,13.0,0.0,0.0,128.0,1
543,0,1.0,1.0,15.0,1,0,3.0,3.0,2,3.0,1,6.0,0.0,18.0,2.0,2.0,124.0,1
545,0,0.0,1.0,10.0,2,0,3.0,3.0,2,3.0,2,2.0,0.0,19.0,1.0,0.0,123.0,1
546,0,7.0,1.0,16.0,2,1,2.0,3.0,2,4.0,1,2.0,0.0,14.0,1.0,0.0,120.0,1
547,0,15.0,3.0,20.0,1,0,3.0,4.0,3,3.0,2,8.0,0.0,17.0,0.0,3.0,162.0,1
548,0,6.0,1.0,6.0,4,1,3.0,4.0,2,5.0,2,4.0,1.0,11.0,0.0,2.0,128.0,1
549,0,30.0,1.0,11.0,0,0,2.0,4.0,0,4.0,1,3.0,1.0,13.0,1.0,4.0,206.0,1
550,0,4.0,3.0,13.0,2,1,2.0,4.0,2,3.0,0,4.0,0.0,15.0,3.0,2.0,123.0,1
551,0,8.0,1.0,27.0,2,0,2.0,3.0,3,2.0,0,2.0,1.0,25.0,0.0,7.0,140.0,1
552,0,22.0,1.0,14.0,4,0,2.0,3.0,0,4.0,0,5.0,0.0,11.0,0.0,7.0,174.0,1
553,0,21.0,1.0,26.0,1,1,2.0,3.0,2,3.0,0,5.0,0.0,17.0,0.0,0.0,123.0,1
555,0,9.0,1.0,13.0,4,1,3.0,3.0,2,2.0,2,3.0,0.0,18.0,0.0,1.0,147.0,1
556,0,11.0,1.0,6.0,0,0,3.0,3.0,0,5.0,0,2.0,0.0,13.0,3.0,11.0,236.0,1
558,1,0.0,3.0,25.0,3,1,2.0,4.0,2,4.0,0,2.0,1.0,18.0,0.0,0.0,124.0,1
559,0,13.0,3.0,16.0,3,1,3.0,4.0,0,4.0,1,3.0,0.0,12.0,1.0,0.0,197.0,1
561,0,14.0,1.0,12.0,1,1,2.0,3.0,2,5.0,2,123.0,1.0,13.0,1.0,17.0,147.0,1
562,0,9.0,1.0,8.0,1,1,3.0,3.0,2,3.0,2,5.0,0.0,21.0,2.0,9.0,125.0,1
563,1,0.0,3.0,27.0,4,1,2.0,4.0,2,4.0,2,2.0,1.0,13.0,0.0,0.0,121.0,1
564,1,0.0,1.0,10.0,0,1,2.0,3.0,2,5.0,2,2.0,0.0,19.0,1.0,0.0,130.0,1
566,0,13.0,1.0,15.0,1,1,2.0,3.0,2,4.0,1,123.0,1.0,14.0,0.0,0.0,136.0,0
567,0,5.0,1.0,9.0,1,0,3.0,3.0,3,5.0,0,2.0,0.0,12.0,6.0,3.0,167.0,1
569,0,6.0,1.0,6.0,2,0,2.0,4.0,3,2.0,2,1.0,0.0,14.0,0.0,4.0,169.0,1
570,1,0.0,3.0,6.0,2,1,2.0,4.0,0,3.0,0,6.0,0.0,11.0,1.0,7.0,206.0,1
571,0,18.0,1.0,10.0,2,1,2.0,3.0,3,4.0,0,2.0,0.0,12.0,1.0,8.0,144.0,0
573,0,8.0,3.0,24.0,1,0,2.0,3.0,3,3.0,0,2.0,0.0,16.0,1.0,0.0,146.0,1
574,0,25.0,1.0,6.0,2,1,3.0,3.0,4,2.0,0,3.0,0.0,15.0,7.0,8.0,271.0,1
576,0,99.0,3.0,8.0,1,1,2.0,3.0,4,3.0,1,7.0,0.0,13.0,2.0,2.0,249.0,1
578,0,11.0,3.0,16.0,0,0,2.0,3.0,3,2.0,2,2.0,1.0,13.0,0.0,3.0,157.0,0
579,0,8.0,3.0,9.0,2,1,3.0,3.0,0,2.0,1,7.0,0.0,13.0,0.0,8.0,178.0,1
581,1,3.0,3.0,30.0,2,0,3.0,1.0,4,4.0,2,5.0,1.0,16.0,1.0,0.0,232.0,0
582,0,20.0,1.0,22.0,1,1,3.0,1.0,3,3.0,1,2.0,1.0,19.0,0.0,7.0,151.0,0
583,0,9.0,3.0,14.0,0,1,2.0,3.0,3,2.0,1,5.0,0.0,13.0,1.0,7.0,151.0,0
